,phraseNumber,speaker,emotion,transcript
416,60,EB0,sadness,Podczas wakacji udało mi się zobaczyć delfiny.
417,61,EB0,sadness,Zupa pomidorowa to moje ulubione danie.
418,62,EB0,sadness,Twoje słowo ma dla mnie wielkie znaczenie.
419,63,EB0,sadness,Moja wizja na przyszłość jest jasna i wyraźna
420,64,EB0,sadness,Ucho odkrywa dźwięki o różnej częstotliwości.
421,65,EB0,sadness,Podczas remontu odkryliśmy staro-dawny mur.
422,66,EB0,sadness,Rotencja jest jednym z pierwiastków chemicznych.
423,67,EB0,sadness,Miłość jest jednym z najpiękniejszych uczuć.
424,68,EB0,sadness,Samek w Marborku jest jednym z najpiękniejszych w Polsce.
425,69,EB0,sadness,Przez most na rzece można szybko dotrzeć do miasta.
426,7,EB0,sadness,Życie jest pełne niespodzianek.
427,70,EB0,sadness,Człowiek zaczyna umierać już w momencie narodzin.
428,71,EB0,sadness,Baza wojskowa jest strategicznym punktem dla armii.
429,72,EB0,sadness,Bastion był kiedyś ważnym elementem obrony miasta.
430,73,EB0,sadness,Zawsze stawiam przed rzeczownikami właściwy rodzajnik
431,74,EB0,sadness,Ta liczba wydaje się być błędna. Sprawdź jeszcze raz.
432,75,EB0,sadness,Moja testowa czasem przyjeżdża do nas w weekend.
433,76,EB0,sadness,Woda jest podstawowym składnikiem życia na ziemi.
434,77,EB0,sadness,Marzec kojarzy się z wiosennimi promieniami słońca
435,78,EB0,sadness,Mojym ulubionym sosem do pizzy jest sos czosnkowy.
436,79,EB0,sadness,Mleko jest źródłem wapnia i innych składników odżywczych.
437,8,EB0,sadness,Moja ciocia jest bardzo pomocna.
438,80,EB0,sadness,Do dzisiejszego obiadu potrzebuję małego garnczka.
439,81,EB0,sadness,W lipcu wyjeżdżam z rodziną na wakacje nad morze.
440,82,EB0,sadness,Czerwiec kojarzy się z zakończeniem roku szkolnego.
441,83,EB0,sadness,Ten zrebak jest wychowany zgodnie z najlepszymi standardami.
442,84,EB0,sadness,Kontrświadczenie za udzieloną pożyczkę było bardzo wysokie
443,85,EB0,sadness,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
444,86,EB0,sadness,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.
445,87,EB0,sadness,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.
446,88,EB0,sadness,Jabłko jest bogatym źródłem witamin i składników odżywczych.
447,89,EB0,sadness,Dopełniać jest jednym z przypadków gramatycznych w języku polskim.
448,9,EB0,sadness,Jukanóżna to moja pasja.
449,90,EB0,sadness,Chorał gregoriański jest wykonywany podczas uroczystych nabożeństw.
450,1,EB0,surprised,Lubi czytać przy snem.
451,10,EB0,surprised,Kupiłem nową szefę do sypialni.
452,11,EB0,surprised,Nie zachowuj się jak żigolak.
453,12,EB0,surprised,Mój tetys zawsze służy radą.
454,13,EB0,surprised,Interesuje mnie historia Polski.
455,14,EB0,surprised,Ten miesiąc minął bardzo szybko.
456,15,EB0,surprised,sporadycznie chodzę na siłownię.
457,16,EB0,surprised,"- Racja, ten pomysł jest najlepszy."
458,17,EB0,surprised,Chcę przeczytać ten artykuł jeszcze raz.
459,18,EB0,surprised,Kwiecień to czwarty miesiąc w roku.
460,19,EB0,surprised,W wolnym czasie lubię czytać książki.
461,2,EB0,surprised,Nie ważmy się ze sobą.
462,20,EB0,surprised,Zima to czas jeżdżenia na stankach.
463,21,EB0,surprised,Egipcjanie uważali Ibisy za święte.
464,22,EB0,surprised,"Piesek wszedł do rzeki, żeby popływać."
465,23,EB0,surprised,Woda w Wasanie jest bardzo ciepła.
466,24,EB0,surprised,Miasto ten nie życiem nawet w nocy!
467,25,EB0,surprised,Górzka czekolada jest idealna na deser.
468,26,EB0,surprised,Ten gin potrafi spełniać życzenia.
469,27,EB0,surprised,W niedzielę szkoła jest zamknięta
470,28,EB0,surprised,Podczas medytacji można wejść w trans.
471,29,EB0,surprised,W październiku zaczyna się jesień.
472,3,EB0,surprised,Chodźmy tango.
473,30,EB0,surprised,Każdy taniec ma swój własny rytm.
474,31,EB0,surprised,Dokarm cię koty wychodząc z domu.
475,32,EB0,surprised,"Pamiętaj, że nadzieja umiera ostatnio."
476,33,EB0,surprised,Po operacji nie mam żadnych blizn.
477,34,EB0,surprised,Pan Janek jest naszym nowym sąsiadem
478,35,EB0,surprised,Aby upiec ciasto muszę kupić mączkę.
479,36,EB0,surprised,Ten pomysł tręci brakiem realizmu.
480,37,EB0,surprised,Relaksujące piosenki poprawiają nastrój.
481,38,EB0,surprised,Rut Smokata serial telewizyjny?
482,39,EB0,surprised,Śliwa oznacza żałobę po zmarłym.
483,4,EB0,surprised,Dzieci muszą dużo jeść.
484,41,EB0,surprised,Podczas wakacji udało mi się zobaczyć delfinę.
485,42,EB0,surprised,W parku rośnie ogromne drzewo.
486,43,EB0,surprised,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
487,44,EB0,surprised,Niania odegrała w moim życiu ważną rolę.
488,45,EB0,surprised,"Tęsknota to uczucie, które każdy z nas zna."
489,46,EB0,surprised,Postanowiłem wynająć samochód na wakacje.
490,47,EB0,surprised,Żółwica to dawne określenie na siostrę męża.
491,48,EB0,surprised,Król był bardzo sprawiedliwym człowiekiem.
492,49,EB0,surprised,Moja dziewczyna świętuje urodziny w sobotę.
493,5,EB0,surprised,Przestań go jeudić.
494,50,EB0,surprised,"Niektórzy powiedzą, że to państwo z kartonu."
495,51,EB0,surprised,W muzeum można zobaczyć szkielet dinozaura.
496,52,EB0,surprised,Strzelę to znak Zodiaku następujący po skorpionie.
497,53,EB0,surprised,Na złamaną giełdzinę często zakłada się gips.
498,54,EB0,surprised,"Gittel to strój, który noszą lekarze."
499,55,EB0,surprised,W grudniu często pada śnieg.
500,56,EB0,surprised,Chodzę do szkoły prawie codziennie.
501,57,EB0,surprised,Moje dziecko umie już mówić kilka słów.
502,58,EB0,surprised,"Jedz inaczej, aby polepszyć swoje zdrowie."
503,59,EB0,surprised,Otrzymałem piękną pocztówkę z widokiem na górę.
504,6,EB0,surprised,"Junior, nie jesteś moim szefem."
505,60,EB0,surprised,Kupiłem nowy słownik języka hiszpańskiego.
506,61,EB0,surprised,Zupa pomidorowa to moje ulubione danie.
507,62,EB0,surprised,Twoje słowo ma dla mnie wielkie znaczenie.
508,63,EB0,surprised,Moja wizja na przyszłość jest jasna i wyraźna
509,64,EB0,surprised,Ucho wykrywać dźwięki o różnej częstotliwości
510,65,EB0,surprised,Podczas remontu odkryliśmy starożytny mur.
511,66,EB0,surprised,Rtęc jest jednym z pierwiastków chemicznych
512,67,EB0,surprised,Miłość jest jednym z najpiękniejszych uczuć.
513,68,EB0,surprised,Samek w Marlborku jest jednym z najpiękniejszych w Polsce.
514,69,EB0,surprised,Przez most na rzece można szybko dotrzeć do miasta.
515,7,EB0,surprised,Życie jest pełne niespodzianek.
516,70,EB0,surprised,Człowiek zaczyna umierać już w momencie narodzin.
517,71,EB0,surprised,Baza wojskowa jest strategicznym punktem dla armii.
518,72,EB0,surprised,Bastian był kiedyś ważnym elementem obrony miasta.
519,73,EB0,surprised,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.
520,74,EB0,surprised,"Ta liczba wydaje się być błędna, sprawdź jeszcze raz."
521,75,EB0,surprised,Moja testowa czasem przyjeżdża do nas w weekend.
522,76,EB0,surprised,Woda jest podstawowym składnikiem życia na Ziemi.
523,77,EB0,surprised,Marzec kojarzy się z wiosennymi promieniami słońca.
524,78,EB0,surprised,Moim ulubionym sosem do pizzy jest sos czosnkowy.
525,79,EB0,surprised,Mleko jest źródłem wapnia i innych składników odżywczych.
526,8,EB0,surprised,Moja ciocia jest bardzo pomocna.
527,80,EB0,surprised,Do dzisiejszego obiadu potrzebuję małego garnczka.
528,81,EB0,surprised,W lipcu wyjeżdżam z rodziną na wakacje nad morze.
529,82,EB0,surprised,Czerwiec kojarzy się z zakończeniem roku szkolnego.
530,83,EB0,surprised,Ten zrebak jest wychowany zgodnie z najlepszymi standardami.
531,84,EB0,surprised,Kontrzeświadczenie za udzieloną pożyczkę było bardzo wysokie
532,85,EB0,surprised,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
533,86,EB0,surprised,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.
534,87,EB0,surprised,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów
535,88,EB0,surprised,Jabłko jest bogatym źródłem witamin i składników odżywczych.
536,89,EB0,surprised,Dopełniacz jest jednym z przypadków gramatycznych w języku polskim.
537,9,EB0,surprised,Piłka potrzebna to moja pasja.
538,90,EB0,surprised,Chorał gregoriański jest wykonywany podczas uroczystych nabożeństw.
539,1,IC0,anger,Lubię czytać przed snem.
540,10,IC0,anger,Kupiłem nową szafę do sypialni.
541,11,IC0,anger,Nie zachowuj się jak żygolak.
542,12,IC0,anger,Mój teść zawsze służy radą.
543,13,IC0,anger,Interesuje mnie historia polski.
544,14,IC0,anger,Ten miesiąc minął bardzo szybko.
545,15,IC0,anger,sporadycznie chodzę na siłownie.
546,16,IC0,anger,Racja ten pomysł jest najlepszy.
547,17,IC0,anger,Chcę przeczytać ten artykuł jeszcze raz.
548,18,IC0,anger,Kwiecień to czwarty miesiąc w roku.
549,19,IC0,anger,W wolnym czasie lubię czytać książki.
550,2,IC0,anger,Nie waszmy się ze sobą.
551,20,IC0,anger,Zima to czas jeżdżenia na sankach.
552,21,IC0,anger,Egipcjanie uważali Ibisy za święte.
553,22,IC0,anger,"Piesek wszedł do rzeki, żeby popływać."
554,23,IC0,anger,Woda w basenie jest bardzo ciepła.
555,24,IC0,anger,Miasto tętni życiem nawet w nocy.
556,25,IC0,anger,Gorzka czekolada jest idealna na deser.
557,26,IC0,anger,Ten gen potrafi spełniać życzenia.
558,27,IC0,anger,W niedzielę szkoła jest zamknięta.
559,28,IC0,anger,Podczas medytacji można wejść w trans.
560,29,IC0,anger,W październiku zaczyna się jesień.
561,3,IC0,anger,Chodźmy w tango.
562,30,IC0,anger,Każdy taniec ma swój własny rytm.
563,31,IC0,anger,Dokarmcie koty wychodząc z domu.
564,32,IC0,anger,"Pamiętaj, że nadzieja umiera ostatnia."
565,33,IC0,anger,Po operacji nie mam żadnych blizn.
566,34,IC0,anger,Pan Janek jest naszym nowym sąsiadem.
567,35,IC0,anger,Aby upiec ciasto muszę kupić mączkę.
568,36,IC0,anger,Ten pomysł trąci brakiem realizmu.
569,37,IC0,anger,Relaksujące piosenki poprawiają nastrój.
570,38,IC0,anger,Ród Smoka to serial telewizyjny.
571,39,IC0,anger,Siwa oznacza żałobę po zmarłym.
572,4,IC0,anger,Dzieci muszą dużo jeść.
573,40,IC0,anger,W dzieciństwie uwielbiałem klegdy.
574,41,IC0,anger,W parku rośnie ogromne drzewo.
575,42,IC0,anger,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
576,43,IC0,anger,Nia odegrała w moim życiu ważną rolę.
577,44,IC0,anger,"Ten sknót to uczucie, które każdy z nas zna."
578,45,IC0,anger,Postanowiłem wynająć samochód na wakacje.
579,46,IC0,anger,Żółwica to dawne określenie na siostrę męża.
580,47,IC0,anger,Król był bardzo sprawiedliwym człowiekiem.
581,48,IC0,anger,Moja dziewczyna świętuje urodziny w sobotę.
582,49,IC0,anger,"Niektórzy powiedzą, że to państwo z kartonu."
583,5,IC0,anger,Przestań go jeździć.
584,50,IC0,anger,W muzeum można zobaczyć szkielet dinozaura.
585,51,IC0,anger,Strzelec to znak zodiaku następujący po skorpionie.
586,52,IC0,anger,Na złamaną kończynę często zakłada się gips.
587,53,IC0,anger,"Kittel to strój, który noszą lekarze."
588,54,IC0,anger,W grudniu często pada śnieg.
589,55,IC0,anger,Chodzę do szkoły prawie codziennie.
590,56,IC0,anger,Moje dziecko umie już mówić kilka słów.
591,57,IC0,anger,"Jedz inaczej, aby polepszyć swoje zdrowie."
592,58,IC0,anger,Otrzymałem piękną pocztówkę z widokiem na góry.
593,59,IC0,anger,Kupiłem nowy słownik języka hiszpańskiego.
594,6,IC0,anger,"Dziuniani, jesteś moim szefem."
595,60,IC0,anger,Podczas wakacji udało mi się zobaczyć delfiny.
596,61,IC0,anger,Zupa pomidorowa to moje ulubione danie.
597,62,IC0,anger,Twoje słowo ma dla mnie wielkie znaczenie.
598,63,IC0,anger,Moja wizja na przyszłość jest jasna i wyraźna.
599,64,IC0,anger,Ucho wykrywa dźwięki o różnej częstotliwości.
600,65,IC0,anger,Podczas remontu odkryliśmy staro-dawny mur.
601,66,IC0,anger,Retenc jest jednym z pierwiastków chemicznych.
602,67,IC0,anger,Miłość jest jednym z najpiękniejszych uczuć.
603,68,IC0,anger,Zamek w Malborku jest jednym z najpiękniejszych w Polsce.
604,69,IC0,anger,Przez most na rzece można szybko dotrzeć do miasta.
605,7,IC0,anger,Życie jest pełne niespodzianek.
606,70,IC0,anger,Człowiek zaczyna umierać już w momencie narodzin.
607,71,IC0,anger,Baza wojskowa jest strategicznym punktem dla armii.
608,72,IC0,anger,Bastjon był kiedyś ważnym elementem obrony miasta.
609,73,IC0,anger,Zawsze stawiam przed rzeczownikami właściwy rodzaj.
610,74,IC0,anger,Ta liczba wydaje się być błędna. Sprawdź jeszcze raz.
611,75,IC0,anger,Mój ojciec owaczem przyjeżdża do nas w wujkent.
612,76,IC0,anger,Woda jest podstawowym składnikiem życia na Ziemi.
613,77,IC0,anger,Marzec kojarzy się z wiosennymi promieniami słońca.
614,78,IC0,anger,Mojim ulubionym sosem do pizzy jest sos czosnkowy.
615,79,IC0,anger,Mleko jest źródłem wapnia i innych składników odżywczych.
616,8,IC0,anger,Moja ciocia jest bardzo pomocna.
617,80,IC0,anger,Do dzisiejszego obiadu potrzebuję małego garnczka.
618,81,IC0,anger,W lipcu wyjeżdżam z rodziną na wakacje nad morze.
619,82,IC0,anger,Czerwiec kojarzy się z końcem roku szkolnego.
620,83,IC0,anger,Ten żrebak jest wychowany zgodnie z najlepszymi standardami.
621,84,IC0,anger,Kontrświadczenie za udzieloną pożyczkę było bardzo wysokie.
622,85,IC0,anger,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
623,86,IC0,anger,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.
624,87,IC0,anger,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.
625,88,IC0,anger,Jabłko jest bogatym źródłem witamin i składników odżywczych.
626,89,IC0,anger,Dopełniacz jest jednym z przypadków gramatycznych w języku polskim.
627,9,IC0,anger,Piłka nożna to moja pasja.
628,90,IC0,anger,Chora ugrygoriancki jest wykonywany podczas uroczystych nabożeństw.
629,1,IC0,fear,Lubię czytać przed snem.
630,10,IC0,fear,Kupiłem nową szafę do sypialni.
631,11,IC0,fear,Nie zachowuj się jak żigolek.
632,12,IC0,fear,Mój cześć zawsze służy radą.
633,13,IC0,fear,Interesuje mnie historia polski.
634,14,IC0,fear,Ten miesiąc minął bardzo szybko.
635,15,IC0,fear,sporadycznie chodzę na siłownie.
636,16,IC0,fear,Racja tym pomysł jest najlepsza.
637,17,IC0,fear,Chcę przeczytać ten artykuł jeszcze raz.
638,18,IC0,fear,Kwiecień to czwarty miesiąc w roku.
639,19,IC0,fear,W wolnym czasie lubię czytać książki.
640,2,IC0,fear,Nie waszmy się ze sobą.
641,20,IC0,fear,Zima to czas jeżdżenia na sankach.
642,21,IC0,fear,Egipcjanie uważali Ibisy za święte.
643,22,IC0,fear,"Piesek wszedł do rzeki, żeby popływać."
644,23,IC0,fear,Woda w basenie jest bardzo ciepła.
645,24,IC0,fear,Miasto tętni życiem nawet nocy.
646,25,IC0,fear,Gorzka czekolada jest idealna na deser.
647,26,IC0,fear,Ten gen potrafi spełniać życzenia.
648,27,IC0,fear,W niedzielę szkoła jest zamknięta.
649,28,IC0,fear,Podczas medytacji można wyjść w trans.
650,29,IC0,fear,W październiku zaczyna się jesień.
651,3,IC0,fear,Chodźmy w tango.
652,30,IC0,fear,Każdy taniec ma swój własny rytm.
653,31,IC0,fear,Dokarm cię kwoty wychodząc z domu.
654,32,IC0,fear,"Pamiętaj, że nadzieja umiera ostatnia."
655,33,IC0,fear,Po operacji nie mam żadnych blizn.
656,34,IC0,fear,Pan Janek jest naszym nowym sąsiadem.
657,35,IC0,fear,Aby upiec ciasto muszę kupić mączkę.
658,36,IC0,fear,Ten pomysł utruci brakiem realizmu.
659,37,IC0,fear,Relaksujące piosniki poprawiają nastrój.
660,38,IC0,fear,Rut Smoka to serial telewizyjny.
661,39,IC0,fear,Siwa oznacza żałobę po zmarłym.
662,4,IC0,fear,Dzieci muszą dużo jeść.
663,40,IC0,fear,W dzieciństwie uwielbiałem klechdy.
664,41,IC0,fear,W parku rośnie ogromne drzewo.
665,42,IC0,fear,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
666,43,IC0,fear,Niena odegrała w moim życiu ważną rolę.
667,44,IC0,fear,"Cęsknota to uczucie, które każdy z nas zna."
668,45,IC0,fear,Postanowiłem wynająć samochód na wakacje.
669,46,IC0,fear,Żółwica to dawne określenie na siostrę męża.
670,47,IC0,fear,Król był bardzo sprawiedliwym człowiekiem.
671,48,IC0,fear,Moja dziewczyna świętuje urodziny w sobotę.
672,49,IC0,fear,"Niektórzy powiedzą, że to państwo z kartonu."
673,5,IC0,fear,Przestanę je udzić.
674,50,IC0,fear,W muzeum można zobaczyć szkielet dinozaura.
675,51,IC0,fear,Strzelec w znak Zodiaku następujący po skorpionie.
676,52,IC0,fear,Na złamaną kończynę często zakłada się gips.
677,53,IC0,fear,"Kittel to strój, który noszą lekarze."
678,54,IC0,fear,W grudniu często pada śnieg.
679,55,IC0,fear,Chodzę do szkoły prawie codziennie.
680,56,IC0,fear,Moje dziecko umie już mówić kilka słów.
681,57,IC0,fear,"Jest inaczej, aby polepszyć swoje zdrowie."
682,58,IC0,fear,Otrzymałem piękną pocztówkę z widokiem na góry.
683,59,IC0,fear,Kupiłem nowy słownik języka hiszpańskiego.
684,6,IC0,fear,"Dziunia, nie jesteś moim szefem."
685,60,IC0,fear,Podczas wakacji udało mi się zobaczyć delfiny.
686,61,IC0,fear,Zupa pumidorowa to moje ulubione danie.
687,62,IC0,fear,Twoje słowo ma dla mnie wielkie znaczenie.
688,63,IC0,fear,Moja wizja na przyszłość jest jasna i wyraźna.
689,64,IC0,fear,Ucho wykrywać dźwięki o różnej częstotliwości.
690,65,IC0,fear,Podczas remontu odkryliśmy dawny mur.
691,66,IC0,fear,Retęć jest jednym z pierwiastków chemicznych.
692,67,IC0,fear,Miłość jest jednym z najpiękniejszych uczuć.
693,68,IC0,fear,Zamek w Malborku jest jednym z najpiękniejszych w Polsce.
694,69,IC0,fear,Przez most na rzece można szybko dotrzeć do miasta.
695,7,IC0,fear,Życie jest pełne niespodzianek.
696,70,IC0,fear,Człowiek zaczyna umierać już w momencie narodzin.
697,71,IC0,fear,Baza wojskowa jest strategicznym punktem dla armii
698,72,IC0,fear,Baston był kiedyś ważnym elementem obrony miasta.
699,73,IC0,fear,Zawsze stawem przed rzeczownikami właściwy rodzajnik.
700,74,IC0,fear,Ta liczba wydaje się być błędna. Sprawdź jeszcze raz.
701,75,IC0,fear,"Mój atyściowacz, a czasem przyjeżdża do nas w weekend."
702,76,IC0,fear,Woda jest podstawowym składnikiem życia na Ziemi.
703,77,IC0,fear,Marzec kojarzy się z wiosennymi promieniami słońca.
704,78,IC0,fear,Moim ulubionym sosem do pizzy jest sos sos sos sosnowkowy.
705,79,IC0,fear,Mleko jest źródłem wapnia i innych składników odżywczych.
706,8,IC0,fear,Moja ciocia jest bardzo pomocna.
707,80,IC0,fear,Do dzisiejszego obiadu potrzebuje małego garńczka.
708,81,IC0,fear,W lipcu jeżdżę z rodziną na wakacje nad morze.
709,82,IC0,fear,Czerwiec kojarzy się z kończeniem roku szkolnego.
710,83,IC0,fear,Ciężerabek jest wychowany zgodnie z najlepszymi standardami.
711,84,IC0,fear,Kontrświadczenie za udzieloną pożyczkę było bardzo wysokie.
712,85,IC0,fear,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
